station_name,street_address,city,state,zip,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_network,ev_connector_types,access_code,access_detail_code,facility_type
McGavock Nissan - Amarillo,4700 S Soncy Rd,Amarillo,TX,79119,,2,,Non-Networked,J1772,public,Unknown,CAR_DEALER
Don Davis Nissan,1320 E Interstate 20,Arlington,TX,76018,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Town North Nissan,9160A Research Blvd,Austin,TX,78758,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Baytown Nissan,5445 I-10 E,Baytown,TX,77521,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Mike Smith Nissan,1515 Interstate 10 S,Beaumont,TX,77701,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Grubbs Nissan,310 Airport Fwy,Bedford,TX,76022,,1,2,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Douglass Nissan,1001 Earl Rudder Fwy S,College Station,TX,77845,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Ed Hicks Nissan,3000 S Padre Island Dr,Corpus Christi,TX,78415,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Clay Cooley Nissan,39690 Lyndon B Johnson Fwy,Dallas,TX,75237,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Classic Nissan,2010 US Highway 75 N,Denison,TX,75020,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Casa Nissan,5855 Montana Ave,El Paso,TX,79925,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Viva Nissan,1310 N Zaragoza Rd,El Paso,TX,79936,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Nissan of Fort Worth,3451 W Loop 820 S,Fort Worth,TX,76116,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Texas Nissan of Grapevine,1401 W State Highway 114,Grapevine,TX,76051,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Charlie Clark Nissan,3500 W Expressway 83,Harlingen,TX,78552,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Baker Nissan North,19630 Northwest Fwy,Houston,TX,77065,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Central Houston Nissan,2901 S Loop W,Houston,TX,77054,,1,4,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
McDavid Nissan,11911 Gulf Fwy,Houston,TX,77034,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Mossy Nissan,12150 Katy Fwy,Houston,TX,77079,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Tom Peacock Nissan,15300 North Fwy,Houston,TX,77090,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Robbins Nissan,18711 Highway 59 N,Humble,TX,77338,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Clay Cooley Nissan,1500 E Airport Fwy,Irving,TX,75062,,1,2,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Katy Nissan,25550 Kingsland Blvd,Katy,TX,77494,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Bates Nissan,5501 E Central Texas Expy,Killeen,TX,76543,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Family Nissan of Laredo,3701 E Saunders St,Laredo,TX,78041,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Clear Lake Nissan,2150 Gulf Fwy,League City,TX,77573,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
AutoNation Nissan - Lewisville,1601 S Stemmons Fwy,Lewisville,TX,75067,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Patterson Nissan - Longview,3114 N Eastman Rd,Longview,TX,75605,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
McGavock Nissan,6312 Milwaukee Ave,Lubbock,TX,79424,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Nissan of McKinney,3800 S Central Expy,McKinney,TX,75069,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Trophy Nissan,5031 N Galloway Ave,Mesquite,TX,75150,,1,2,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Nissan of Midland,4800 W Loop 250,Midland,TX,79707,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Twin City Nissan,10549 Highway 69,Port Arthur,TX,77640,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Courtesy Nissan,1777 N Central Expy,Richardson,TX,75080,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Gillman Nissan,26001 Southwest Fwy,Rosenberg,TX,77471,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Round Rock Nissan,3050 N IH-35,Round Rock,TX,78681,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Jim Bass Nissan,4052 W Houston Harte Expy,San Angelo,TX,76901,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Ancira Nissan,10835 IH-10 W,San Antonio,TX,78230,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Gunn Nissan,750 NE Loop 410,San Antonio,TX,78209,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Ingram Park Nissan,6990 NW Loop 410,San Antonio,TX,78238,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
World Car Nissan,12908 IH-35 N,San Antonio,TX,78233,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Nissan of San Marcos,2980 S IH-35,San Marcos,TX,78666,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Nissan of Silsbee,3480 Highway 96 Bypass,Silsbee,TX,77656,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Sterling McCall Nissan,12230 Southwest Fwy,Stafford,TX,77477,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Garlyn Shelton Nissan,5420 Midway Dr,Temple,TX,76502,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Peltier Nissan,3201 W-SW Loop 323,Tyler,TX,75701,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Victory Nissan,6003 N Navarro St,Victoria,TX,77904,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Douglas Nissan,5605 Legendlake Pkwy,Waco,TX,76712,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Southwest Nissan,3050 Fort Worth Hwy,Weatherford,TX,76087,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Nissan of Wichita Falls,4000 Kell Blvd,Wichita Falls,TX,76309,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Passport Nissan - Alexandria,150 S Pickett St,Alexandria,VA,22304,,3,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Priority Nissan - Chantilly,14840 Stonecroft Center Ct,Chantilly,VA,20151,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Colonial Nissan,200 Myers Dr,Charlottesville,VA,22901,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Brown's Fairfax Nissan,11010 Fairfax Blvd,Fairfax,VA,22030,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Pomoco Nissan - Hampton,1134 W Mercury Blvd,Hampton,VA,23666,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Sheehy Nissan - Manassas,9010 Liberia Ave,Manassas,VA,20110,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Shell - YESS! Convenience 4U,328 Rives Rd,Petersburg,VA,23805,4,,,Non-Networked,NEMA520,public,Unknown,GAS_STATION
First Team Nissan,6520 Peters Creek Rd,Roanoke,VA,24019,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Brown's Dulles Nissan,45155 Towlern Pl,Sterling,VA,20166,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Priority Nissan,8525 Leesburg Pike,Vienna,VA,22182,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Tri-State Nissan,1230 Millwood Pike,Winchester,VA,22602,,3,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Rairdon's Nissan - Auburn,713 35th St NE,Auburn,WA,98002,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Bellingham Nissan,1516 Iowa St,Bellingham,WA,98229,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Advantage Nissan,5101 Auto Center Blvd,Bremerton,WA,98312,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Burien Nissan,16042 1st Ave S,Burien,WA,98148,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Campbell-Nelson Nissan,24325 Highway 99,Edmonds,WA,98026,,2,,Non-Networked,J1772,public,CALL,CAR_DEALER
Olympia Nissan,2220 Carriage Dr SW,Olympia,WA,98502,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Bill Robertson Nissan,928 N 28th Ave,Pasco,WA,99301,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Dan Wilder Nissan,53 Jetta Way,Port Angeles,WA,98362,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Bill Korum's Puyallup Nissan,101 Valley Ave NW,Puyallup,WA,98371,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Younker Nissan,3401 E Valley Rd,Renton,WA,98058,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Wendle Nissan,9000 N Division St,Spokane,WA,99218,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Dave Smith Nissan - Spokane,6901 E Sprague Ave,Spokane Valley,WA,99212,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Tacoma Nissan,4030 S Tacoma Way,Tacoma,WA,98409,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Alan Webb Nissan,3608 NE Auto Mall Dr,Vancouver,WA,98662,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
O'Brien Nissan,1395 Dalles Military Rd,Walla Walla,WA,99362,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Mountain View Nissan,2100 S Market St,Chattanooga,TN,37408,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Harold Mathews Nissan,185 Highway 76,Clarksville,TN,37043,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Cookeville Nissan,501 Neal St,Cookeville,TN,38501,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Victory Nissan West,2219 Highway 46 S,Dickson,TN,37055,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Rick Hill Nissan,2700 Parr Ave,Dyersburg,TN,38024,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Nissan of Cool Springs,212 Comtide Ct,Franklin,TN,37067,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Newton Nissan of Gallatin,1461 Nashville Pike,Gallatin,TN,37066,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Tri-Cities Nissan,3602 Bristol Hwy,Johnson City,TN,37601,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Wallace Nissan Oldsmobile,2733 E Stone Dr,Kingsport,TN,37660,,3,,Non-Networked,J1772,public,CALL,CAR_DEALER
Ted Russell Nissan,8565 Kingston Pike,Knoxville,TN,37919,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Rusty Wallace Nissan,4515 Clinton Hwy,Knoxville,TN,37912,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Nissan of Rivergate,1550 Gallatin Pike N,Madison,TN,37115,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Roberts Nissan,2747 Hillsboro Hwy,Manchester,TN,37355,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Weakley County Motors,841 N Lindell St,Martin,TN,38237,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
AutoNation Nissan - Memphis,4140 Hacks Cross Rd,Memphis,TN,38125,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Jim Keras Nissan,2080 Covington Pike,Memphis,TN,38128,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
East Tennessee Nissan,5496 W Andrew Johnson Hwy,Morristown,TN,37814,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Nissan of Murfreesboro,814 Memorial Blvd,Murfreesboro,TN,37129,,1,2,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Action Nissan,307 Thompson Ln,Nashville,TN,37211,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Downtown Nashville Nissan,25 Vantage Way,Nashville,TN,37228,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Carr Nissan,3855 SW Cedar Hills Blvd,Beaverton,OR,97005,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Lithia Nissan of Bend,1835 NE Highway 20,Bend,OR,97701,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Kiefer Nissan,900 NW 4th St,Corvallis,OR,97330,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Lithia Nissan of Eugene,2060 Martin Luther King,Eugene,OR,97401,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Dick Hannah Nissan,19505 SE McLoughlin Blvd,Gladstone,OR,97027,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Chuck Colvin Nissan,1925 N Highway 99W,McMinnville,OR,97128,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Lithia Nissan,4560 Grumman Dr,Medford,OR,97504,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Rustom Nissan - Portland,1212 NE 122nd Ave,Portland,OR,97230,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Ray Schultens Nissan,2400 W 6th St,The Dalles,OR,97058,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Tonkin Nissan,26700 SW 95th Ave,Wilsonville,OR,97070,,2,,Non-Networked,J1772,public,CALL,CAR_DEALER
Dick Smith Nissan,3670 Fernandina Rd,Columbia,SC,29210,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Dick Smith Nissan,5536 Sunset Blvd,Lexington,SC,29072,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Twin City Nissan,3247 Airport Hwy,Alcoa,TN,37701,,2,,Non-Networked,J1772,public,CALL,CAR_DEALER
Wolfchase Nissan,2956 N Germantown Rd,Bartlett,TN,38133,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Dutch Miller Nissan,235 Century Blvd,Bristol,TN,37620,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Nissan of Chattanooga East,2121 Chapman Rd,Chattanooga,TN,37421,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Benton Nissan - Hoover,1640 Montgomery Hwy,Birmingham,AL,35216,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Matt Bowers Nissan Eastern Shore,29788 Fredrick Blvd,Daphne,AL,36526,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Lynn Layton Nissan,2402 Highway 31 S,Decatur,AL,35601,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Jack Ingram Motors,227 Eastern Bypass,Montgomery,AL,36117,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Avondale Nissan,10305 W Papago Fwy,Avondale,AZ,85323,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
AutoNation Nissan - Chandler,1350 S Gilbert Rd,Chandler,AZ,85286,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Anderson Nissan,3842 N Highway 95,Lake Havasu City,AZ,86404,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
East Valley Nissan,6354 E Test Dr,Mesa,AZ,85206,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Larry H Miller Nissan - Mesa,2025 W Riverview Auto Dr,Mesa,AZ,85201,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Peoria Nissan,9151 W Bell Rd,Peoria,AZ,85382,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
ABC Nissan,1300 E Camelback Rd,Phoenix,AZ,85014,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Coulter Nissan,13301 N Autoshow Ave,Surprise,AZ,85388,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Midway Nissan,2209 W Bell Rd,Phoenix,AZ,85023,,2,2,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Pinnacle Nissan,7601 E Frank Lloyd Wright Blvd,Scottsdale,AZ,85260,,3,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
AutoNation Nissan - Tempe,7755 S Autoplex Loop,Tempe,AZ,85284,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Jim Click Nissan,800 W Auto Mall Dr,Tucson,AZ,85705,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Thoroughbred Nissan,5163 E 22nd St,Tucson,AZ,85711,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Antioch Nissan,1831 Auto Center Dr,Antioch,CA,94509,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Nissan of Bakersfield,2800 Pacheco Rd,Bakersfield,CA,93313,,3,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Buena Park Nissan,6501 Auto Center Dr,Buena Park,CA,90621,,3,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Carson Nissan,1505 E 223rd St,Carson,CA,90745,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Palm Springs Nissan,68177 Kyle Rd,Cathedral City,CA,92234,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Cerritos Nissan,18707 Studebaker Rd,Cerritos,CA,90703,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Chico Nissan,575 Manzanita Ave,Chico,CA,95926,,3,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Puente Hills Nissan,17320 E Gale Ave,City of Industry,CA,91748,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Lithia Nissan - Clovis,370 W Herndon Ave,Clovis,CA,93612,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Autocom Nissan - Concord,1290 Concord Ave,Concord,CA,94520,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Larry H Miller Nissan,2575 Wardlow Rd,Corona,CA,92882,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Orange Coast Nissan,2850 Harbor Blvd,Costa Mesa,CA,92626,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Hanlees Nissan,5009 Chiles Rd,Davis,CA,95618,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Downey Nissan,7321 Firestone Blvd,Downey,CA,90241,,4,2,Non-Networked,J1772 J1772COMBO,public,CALL,CAR_DEALER
Nissan of Duarte,1434 Buena Vista St,Duarte,CA,91010,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Mossy Nissan - El Cajon,1170 W Main St,El Cajon,CA,92020,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Ross Nissan El Monte,3428 N Peck Rd,El Monte,CA,91731,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Nissan of Elk Grove,8590 Laguna Grove Dr,Elk Grove,CA,95757,,4,2,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Mossy Nissan - Escondido,1546 Auto Park Way,Escondido,CA,92029,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
McCrea Nissan,601 7th St,Eureka,CA,95501,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Future Nissan of Folsom,12610 Auto Mall Cir,Folsom,CA,95630,,3,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Fontana Nissan,16444 S Highland Ave,Fontana,CA,92336,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Premier Nissan of Fremont,5701 Cushing Pkwy,Fremont,CA,94538,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Lithia Nissan - Fresno,5580 N Blackstone Ave,Fresno,CA,93710,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Garden Grove Nissan,9222 Trask Ave,Garden Grove,CA,92844,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Gardena Nissan,1670 W Redondo Beach Blvd,Gardena,CA,90247,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
South County Nissan,400 Automall Dr,Gilroy,CA,95020,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Glendale Nissan,727 S Brand Blvd,Glendale,CA,91204,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Santa Barbara Nissan,425 S Kellogg Ave,Goleta,CA,93117,,3,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Hayward Nissan,24644 Mission Blvd,Hayward,CA,94544,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Pedder Nissan,200 Carriage Cir,Hemet,CA,92545,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Surf City Nissan,17331 Beach Blvd,Huntington Beach,CA,92647,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Nissan of Irvine,32 Auto Center Dr,Irvine,CA,92618,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Torre Nissan,79125 Highway 111,La Quinta,CA,92253,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Nissan of Downtown Los Angeles,635 W Washington Blvd,Los Angeles,CA,90015,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Universal City Nissan,3550 Cahuenga Blvd W,Los Angeles,CA,90068,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Razzari Nissan,1675 Auto Center Dr,Merced,CA,95340,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Nissan of Mission Hills,11000 Sepulveda Blvd,Mission Hills,CA,91345,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Central Valley Nissan,4530 McHenry Ave,Modesto,CA,95356,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Metro Nissan of Montclair,9440 Autoplex Dr,Montclair,CA,91763,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Metro Nissan of Redlands,1665 Industrial Park Ave,Redlands,CA,92374,,3,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Napa Nissan,510 Soscol Ave,Napa,CA,94559,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Mossy Nissan,2700 National City Blvd,National City,CA,91950,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Mossy Nissan - Oceanside,3535 College Blvd,Oceanside,CA,92056,,2,3,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Stadium Nissan,1140 W Katella Ave,Orange,CA,92867,,2,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Team Nissan,1801 Auto Center Dr,Oxnard,CA,93036,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Antelope Valley Nissan,451 Auto Center Dr,Palmdale,CA,93551,,2,2,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
North Bay Nissan,1250 Auto Center Dr,Petaluma,CA,94952,,4,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Mossy Nissan - Poway,14100 Poway Rd,Poway,CA,92064,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Crown Nissan,300 E Cypress Ave,Redding,CA,96002,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Hanlees Hilltop Nissan,3277 Auto Plaza,Richmond,CA,94806,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Raceway Nissan,6030 Sycamore Canyon Blvd,Riverside,CA,92507,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Riverside Nissan,8330 Indiana Ave,Riverside,CA,92504,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Future Nissan of Roseville,600 Automall Dr,Roseville,CA,95661,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
